route,stop,date,boarding,deboarding
S,Almond Ln & Meadowbrook Dr (WB),2012-10-19,0,2
S,Richards Blvd & Olive Dr (NB),2012-10-22,8,4
S,Rosario St & Montgomery Ave (NB),2012-10-22,2,2
S,Lillard Dr & Farragut Cir (WB),2012-10-22,0,2
S,Cowell Blvd & Research Park S Dr (WB),2012-10-22,2,4
S,14th St & Davis HS (WB),2012-10-22,12,4
S,Danbury St & Lillard Dr (NB),2012-10-22,2,0
S,Cowell Blvd & Valdora St (WB),2012-10-22,8,0
S,Almond Ln & Meadowbrook Dr (WB),2012-10-22,0,2
S,Lillard Dr & Evans Ct (WB),2012-10-22,6,2
S,Cowell Blvd & Drew Ave (WB),2012-10-22,2,10
S,Cowell Blvd & Mace Blvd (WB),2012-10-22,2,2
S,Covell Blvd & Mace Blvd (EB),2012-10-22,44,48
S,Glide Dr & El Cemonte Ave (EB),2012-10-22,2,2
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-22,6,4
S,Drexel Dr & Hemlock Ln (EB),2012-10-22,10,12
S,Cowell Blvd & Valdora St (WB),2012-10-23,4,6
S,Drexel Dr & Hemlock Ln (EB),2012-10-23,20,8
S,Cowell Blvd & Mace Blvd (WB),2012-10-23,4,2
S,Lillard Dr & Evans Ct (WB),2012-10-23,8,0
S,Mace Blvd & 2nd St (SB),2012-10-23,0,2
S,Glide Dr & El Cemonte Ave (EB),2012-10-23,2,0
S,14th St & Davis HS (WB),2012-10-23,10,6
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-23,8,12
S,Chiles Rd & Mace Blvd (EB),2012-10-23,2,0
S,Mace Blvd & S El Macero Dr (SB),2012-10-23,0,2
S,Covell Blvd & Mace Blvd (EB),2012-10-23,52,88
S,Cowell Blvd & Research Park S Dr (WB),2012-10-23,10,6
S,Danbury St & Lillard Dr (NB),2012-10-23,4,6
S,Glide Dr & Schmeiser Ave (EB),2012-10-23,4,8
S,Cowell Blvd & Drew Ave (WB),2012-10-23,4,0
S,Rosario St & Montgomery Ave (NB),2012-10-23,2,2
S,Danbury St & Lillard Dr (NB),2012-10-24,6,4
S,Glide Dr & El Cemonte Ave (EB),2012-10-24,2,0
S,Almond Ln & Meadowbrook Dr (WB),2012-10-24,0,2
S,Almond Ln & Deodara St (WB),2012-10-24,2,0
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-24,2,6
S,Cowell Blvd & Research Park S Dr (WB),2012-10-24,2,2
S,Richards Blvd & Olive Dr (NB),2012-10-24,0,8
S,Covell Blvd & Mace Blvd (EB),2012-10-24,44,40
S,Cowell Blvd & Valdora St (WB),2012-10-24,2,2
S,Mace Blvd & 2nd St (SB),2012-10-24,0,2
S,Cowell Blvd & Mace Blvd (WB),2012-10-24,4,2
S,Drexel Dr & Hemlock Ln (EB),2012-10-24,10,8
S,Lillard Dr & Evans Ct (WB),2012-10-24,8,0
S,Danbury St & Drummond Ave (NB),2012-10-24,2,0
S,Chiles Rd & Mace Blvd (EB),2012-10-24,2,0
S,Cowell Blvd & El Cemonte Ave (WB),2012-10-24,0,2
S,Rosario St & Montgomery Ave (NB),2012-10-24,2,2
S,Glide Dr & Schmeiser Ave (EB),2012-10-24,2,0
S,Almond Ln & Deodara St (WB),2012-10-25,2,0
S,Richards Blvd & Olive Dr (NB),2012-10-25,0,4
S,Glide Dr & Schmeiser Ave (EB),2012-10-25,4,6
S,Mace Blvd & 2nd St (SB),2012-10-25,0,2
S,Glide Dr & El Cemonte Ave (EB),2012-10-25,2,2
S,Cowell Blvd & Valdora St (WB),2012-10-25,4,2
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-25,10,10
S,Drexel Dr & Hemlock Ln (EB),2012-10-25,10,6
S,Lillard Dr & Evans Ct (WB),2012-10-25,2,0
S,Almond Ln & Meadowbrook Dr (WB),2012-10-25,0,2
S,Cowell Blvd & Mace Blvd (WB),2012-10-25,2,2
S,Cowell Blvd & Research Park S Dr (WB),2012-10-25,8,6
S,Mace Blvd & S El Macero Dr (SB),2012-10-25,2,0
S,Lillard Dr & Farragut Cir (WB),2012-10-25,0,2
S,Danbury St & Lillard Dr (NB),2012-10-25,6,2
S,Cowell Blvd & Drew Ave (WB),2012-10-25,4,2
S,Chiles Rd & Mace Blvd (EB),2012-10-25,2,0
S,Covell Blvd & Mace Blvd (EB),2012-10-25,64,68
S,14th St & Davis HS (WB),2012-10-25,10,6
S,Rosario St & Montgomery Ave (NB),2012-10-25,2,2
S,Glide Dr & El Cemonte Ave (EB),2012-10-26,2,2
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-26,8,6
S,14th St & Davis HS (WB),2012-10-26,10,8
S,Cowell Blvd & Valdora St (WB),2012-10-26,6,10
S,Mace Blvd & 2nd St (SB),2012-10-26,0,2
S,Mace Blvd & S El Macero Dr (SB),2012-10-26,2,0
S,Covell Blvd & Mace Blvd (EB),2012-10-26,72,40
S,Lillard Dr & Evans Ct (WB),2012-10-26,2,2
S,Drexel Dr & Hemlock Ln (EB),2012-10-26,10,4
S,Cowell Blvd & Research Park S Dr (WB),2012-10-26,8,0
S,Almond Ln & Deodara St (WB),2012-10-26,2,2
S,Cowell Blvd & Mace Blvd (WB),2012-10-26,2,0
S,Danbury St & Lillard Dr (NB),2012-10-26,4,2
S,Richards Blvd & Olive Dr (NB),2012-10-26,4,0
S,Cowell Blvd & Drew Ave (WB),2012-10-26,2,6
S,Cowell Blvd & El Cemonte Ave (WB),2012-10-29,0,2
S,Glide Dr & Schmeiser Ave (EB),2012-10-29,0,2
S,Danbury St & Lillard Dr (NB),2012-10-29,0,2
S,Cowell Blvd & Mace Blvd (WB),2012-10-29,0,2
S,Cowell Blvd & Valdora St (WB),2012-10-29,0,2
S,Drexel Dr & Hemlock Ln (EB),2012-10-29,12,0
S,Almond Ln & Meadowbrook Dr (WB),2012-10-29,0,2
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-29,0,8
S,Richards Blvd & Olive Dr (NB),2012-10-29,0,20
S,Covell Blvd & Mace Blvd (EB),2012-10-29,52,0
S,Danbury St & Lillard Dr (NB),2012-10-30,2,6
S,Chiles Rd & Mace Blvd (EB),2012-10-30,2,4
S,Lillard Dr & Evans Ct (WB),2012-10-30,4,0
S,Glide Dr & El Cemonte Ave (EB),2012-10-30,2,0
S,Cowell Blvd & Valdora St (WB),2012-10-30,4,2
S,Drexel Dr & Hemlock Ln (EB),2012-10-30,16,8
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-30,6,4
S,Covell Blvd & Mace Blvd (EB),2012-10-30,76,56
S,Lillard Dr & Farragut Cir (WB),2012-10-30,0,2
S,14th St & Davis HS (WB),2012-10-30,10,4
S,Rosario St & Montgomery Ave (NB),2012-10-30,2,0
S,Cowell Blvd & Mace Blvd (WB),2012-10-30,2,2
S,Richards Blvd & Olive Dr (NB),2012-10-30,4,0
S,Mace Blvd & 2nd St (SB),2012-10-30,0,2
S,Cowell Blvd & Research Park S Dr (WB),2012-10-30,12,4
S,Mace Blvd & S El Macero Dr (SB),2012-10-30,0,2
S,Glide Dr & Schmeiser Ave (EB),2012-10-30,0,4
S,Cowell Blvd & Drew Ave (WB),2012-10-30,2,0
S,Cowell Blvd & Mace Blvd (WB),2012-10-31,2,0
S,Cowell Blvd & Drew Ave (WB),2012-10-31,0,4
S,Cowell Blvd & Valdora St (WB),2012-10-31,2,2
S,Richards Blvd & Olive Dr (NB),2012-10-31,4,8
S,Glide Dr & Schmeiser Ave (EB),2012-10-31,2,0
S,Danbury St & Drummond Ave (NB),2012-10-31,2,0
S,Covell Blvd & Mace Blvd (EB),2012-10-31,72,44
S,Cowell Blvd & Research Park S Dr (WB),2012-10-31,10,10
S,Cowell Blvd & Schmeiser Ave (WB),2012-10-31,4,18
S,Drexel Dr & Hemlock Ln (EB),2012-10-31,8,2
S,Almond Ln & Meadowbrook Dr (WB),2012-10-31,0,2
S,Lillard Dr & Evans Ct (WB),2012-10-31,8,2
S,Almond Ln & Deodara St (WB),2012-10-31,2,0
S,Lillard Dr & Farragut Cir (WB),2012-10-31,0,6
S,Glide Dr & El Cemonte Ave (EB),2012-10-31,2,4
T,Alhambra & 5th/Verona (SB),2012-10-01,0,1
T,Covell Blvd & J St (EB),2012-10-01,0,1
T,Danbury St & Lillard Dr (NB),2012-10-01,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-01,0,6
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-01,1,0
T,Alhambra Dr & 5th St (EB),2012-10-01,0,11
T,Danbury St & Drummond Ave (SB),2012-10-01,2,0
T,Lillard Dr & Farragut Cir (WB),2012-10-01,0,2
T,Almond Ln & Meadowbrook Dr (EB),2012-10-01,3,0
T,Alhambra Dr & Mace Blvd (WB),2012-10-01,4,0
T,Alhambra Dr & Mace Blvd (EB),2012-10-01,0,1
T,Covell Blvd & J St (WB),2012-10-01,0,1
T,Cowell Blvd & Valdora St (WB),2012-10-01,0,1
T,14th St & Davis HS (WB),2012-10-01,6,2
T,Cowell Blvd & Valdora St (EB),2012-10-01,1,0
T,Mace Blvd & S El Macero Dr (SB),2012-10-01,0,1
T,Cowell Blvd & Research Park S Dr (EB),2012-10-01,2,0
T,Alhambra Dr & Loyola Dr (EB),2012-10-01,0,3
T,Loyola Dr & Nutmeg Ln (WB),2012-10-01,1,1
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-01,3,0
T,Alhambra Dr & 5th St (WB),2012-10-01,3,1
T,Mace Blvd & 2nd St (NB),2012-10-01,1,0
T,Mace Blvd & 2nd St (SB),2012-10-02,0,2
T,Alhambra & 5th/Verona (SB),2012-10-02,0,4
T,Alhambra Dr & 5th St (WB),2012-10-02,2,0
T,Covell Blvd & J St (WB),2012-10-02,0,1
T,Lillard Dr & Evans Ct (WB),2012-10-02,0,1
T,Danbury St & Drummond Ave (SB),2012-10-02,2,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-02,0,5
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-02,4,0
T,Mace Blvd & 2nd St (NB),2012-10-02,2,0
T,Alhambra Dr & 5th St (EB),2012-10-02,0,6
T,14th St & Davis HS (WB),2012-10-02,56,36
T,Lillard Dr & Farragut Cir (WB),2012-10-02,0,2
T,Alhambra Dr & Mace Blvd (WB),2012-10-02,3,0
T,Cowell Blvd & Mace Blvd (WB),2012-10-02,1,1
T,Alhambra Dr & Arroyo Ave (EB),2012-10-02,0,3
T,Cowell Blvd & Valdora St (EB),2012-10-02,1,0
T,Cowell Blvd & Valdora St (WB),2012-10-02,0,1
T,Almond Ln & Meadowbrook Dr (EB),2012-10-02,2,0
T,Alhambra Dr & Mace Blvd (EB),2012-10-02,0,2
T,Alhambra Dr & Loyola Dr (EB),2012-10-02,0,1
T,Mace Blvd & S El Macero Dr (SB),2012-10-02,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-02,1,0
T,Alhambra Dr & Caceres Ct (WB),2012-10-03,1,0
T,Danbury St & Drummond Ave (NB),2012-10-03,0,1
T,Alhambra Dr & Arroyo Ave (EB),2012-10-03,0,2
T,Danbury St & Lillard Dr (NB),2012-10-03,0,1
T,Alhambra Dr & Mace Blvd (EB),2012-10-03,0,3
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-03,4,0
T,Alhambra Dr & Loyola Dr (WB),2012-10-03,0,1
T,14th St & Davis HS (WB),2012-10-03,58,12
T,Mace Blvd & El Macero Dr (NB),2012-10-03,1,1
T,Lillard Dr & Farragut Cir (WB),2012-10-03,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-03,0,7
T,Alhambra Dr & 5th St (WB),2012-10-03,0,3
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-03,1,0
T,Almond Ln & Meadowbrook Dr (EB),2012-10-03,2,0
T,Cowell Blvd & Valdora St (WB),2012-10-03,0,2
T,Alhambra Dr & Mace Blvd (WB),2012-10-03,4,1
T,Almond Ln & Deodara St (WB),2012-10-03,0,1
T,Alhambra Dr & 5th St (EB),2012-10-03,0,11
T,Cowell Blvd & Valdora St (EB),2012-10-03,2,0
T,Danbury St & Lillard Dr (NB),2012-10-04,0,1
T,Covell Blvd & J St (WB),2012-10-04,0,1
T,Alhambra Dr & Arroyo Ave (EB),2012-10-04,0,3
T,Danbury St & Drummond Ave (SB),2012-10-04,1,0
T,Alhambra Dr & Loyola Dr (WB),2012-10-04,1,0
T,14th St & Davis HS (WB),2012-10-04,68,6
T,Alhambra Dr & 5th St (WB),2012-10-04,2,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-04,0,3
T,Alhambra Dr & Caceres Ct (WB),2012-10-04,1,0
T,Cowell Blvd & Research Park S Dr (EB),2012-10-04,0,1
T,Alhambra Dr & Mace Blvd (WB),2012-10-04,3,0
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-04,1,0
T,Mace Blvd & S El Macero Dr (NB),2012-10-04,0,1
T,Alhambra Dr & Loyola Dr (EB),2012-10-04,0,2
T,Cowell Blvd & Valdora St (EB),2012-10-04,1,0
T,Mace Blvd & El Macero Dr (NB),2012-10-04,1,1
T,Danbury St & Drummond Ave (NB),2012-10-04,0,1
T,Alhambra Dr & 5th St (EB),2012-10-04,0,4
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-04,4,0
T,Almond Ln & Meadowbrook Dr (EB),2012-10-04,3,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-05,0,4
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-05,1,0
T,Alhambra Dr & Loyola Dr (EB),2012-10-05,0,2
T,14th St & Davis HS (WB),2012-10-05,60,24
T,Cowell Blvd & Valdora St (WB),2012-10-05,0,1
T,Mace Blvd & 2nd St (NB),2012-10-05,1,1
T,Alhambra & 5th/Verona (SB),2012-10-05,0,2
T,Alhambra Dr & 5th St (WB),2012-10-05,2,0
T,Almond Ln & Meadowbrook Dr (WB),2012-10-05,0,1
T,Alhambra Dr & 5th St (EB),2012-10-05,0,8
T,Covell Blvd & J St (EB),2012-10-05,0,1
T,Alhambra Dr & Caceres Ct (WB),2012-10-05,1,0
T,Danbury St & Drummond Ave (NB),2012-10-05,0,1
T,Alhambra Dr & Mace Blvd (WB),2012-10-05,2,0
T,Alhambra Dr & Mace Blvd (EB),2012-10-05,0,4
T,Almond Ln & Meadowbrook Dr (EB),2012-10-05,1,0
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-05,4,0
T,Danbury St & Lillard Dr (NB),2012-10-05,0,1
T,Alhambra Dr & Arroyo Ave (EB),2012-10-08,0,3
T,Alhambra Dr & 5th St (WB),2012-10-08,4,0
T,14th St & Davis HS (WB),2012-10-08,60,30
T,Tulip Ln & Cascade Pl (NB),2012-10-08,0,1
T,F St & Covell Blvd (SB),2012-10-08,0,2
T,Glide Dr & Schmeiser Ave (WB),2012-10-08,1,0
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-08,1,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-08,0,6
T,Alhambra Dr & Mace Blvd (EB),2012-10-08,0,2
T,Alhambra & 5th/Verona (SB),2012-10-08,0,1
T,Lillard Dr & Farragut Cir (WB),2012-10-08,0,1
T,Alhambra Dr & Caceres Ct (WB),2012-10-08,2,0
T,Mace Blvd & El Macero Dr (SB),2012-10-08,0,1
T,Mace Blvd & El Macero Dr (NB),2012-10-08,1,0
T,Alhambra Dr & Mace Blvd (WB),2012-10-08,3,0
T,Covell Blvd & J St (WB),2012-10-08,0,1
T,Alhambra Dr & 5th St (EB),2012-10-08,0,11
T,Mace Blvd & S El Macero Dr (SB),2012-10-08,0,1
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-08,3,0
T,Glide Dr & El Cemonte Ave (EB),2012-10-08,0,1
T,Cowell Blvd & Valdora St (WB),2012-10-08,0,1
T,Almond Ln & Meadowbrook Dr (WB),2012-10-08,0,1
T,Danbury St & Drummond Ave (NB),2012-10-09,0,1
T,Alhambra Dr & 5th St (EB),2012-10-09,0,7
T,14th St & Davis HS (WB),2012-10-09,34,0
T,Lillard Dr & Farragut Cir (WB),2012-10-09,0,1
T,Cowell Blvd & Valdora St (WB),2012-10-09,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-09,0,1
T,Alhambra Dr & Loyola Dr (EB),2012-10-09,0,1
T,Mace Blvd & El Macero Dr (SB),2012-10-09,0,1
T,Alhambra & 5th/Verona (SB),2012-10-09,0,1
T,Almond Ln & Meadowbrook Dr (WB),2012-10-10,0,1
T,Alhambra Dr & 5th St (EB),2012-10-10,0,10
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-10,4,0
T,Alhambra Dr & 5th St (WB),2012-10-10,2,0
T,Alhambra Dr & Mace Blvd (WB),2012-10-10,4,1
T,Danbury St & Drummond Ave (NB),2012-10-10,0,1
T,Alhambra Dr & Arroyo Ave (EB),2012-10-10,0,2
T,Covell Blvd & Pole Line Rd (EB),2012-10-10,0,1
T,Lillard Dr & Farragut Cir (WB),2012-10-10,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-10,1,0
T,Alhambra Dr & Mace Blvd (EB),2012-10-10,0,2
T,Alhambra Dr & Caceres Ct (WB),2012-10-10,1,0
T,Cowell Blvd & Valdora St (WB),2012-10-10,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-10,0,7
T,Mace Blvd & El Macero Dr (NB),2012-10-10,1,0
T,Alhambra Dr & Loyola Dr (EB),2012-10-10,0,1
T,14th St & Davis HS (WB),2012-10-10,48,24
T,Cowell Blvd & Valdora St (WB),2012-10-11,0,1
T,Alhambra Dr & 5th St (EB),2012-10-11,0,6
T,Alhambra Dr & Arroyo Ave (EB),2012-10-11,0,2
T,14th St & Davis HS (WB),2012-10-11,44,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-11,0,1
T,Mace Blvd & El Macero Dr (SB),2012-10-11,0,1
T,Alhambra Dr & Loyola Dr (EB),2012-10-11,0,2
T,Almond Ln & Meadowbrook Dr (WB),2012-10-12,0,1
T,Danbury St & Drummond Ave (SB),2012-10-12,1,0
T,14th St & B St (WB),2012-10-12,0,1
T,Almond Ln & Meadowbrook Dr (EB),2012-10-12,3,0
T,Alhambra Dr & 5th St (EB),2012-10-12,0,3
T,Temple Dr & Balsam Pl (EB),2012-10-12,0,1
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-12,4,0
T,Covell Blvd & J St (WB),2012-10-12,0,1
T,Covell Blvd & Pole Line Rd (EB),2012-10-12,0,1
T,Mace Blvd & El Macero Dr (NB),2012-10-12,1,0
T,Glide Dr & Schmeiser Ave (EB),2012-10-12,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-12,1,0
T,Alhambra Dr & Arroyo Ave (EB),2012-10-12,0,2
T,Mace Blvd & 2nd St (NB),2012-10-12,1,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-12,0,4
T,Mace Blvd & El Macero Dr (SB),2012-10-12,0,1
T,Alhambra Dr & Mace Blvd (EB),2012-10-12,0,2
T,Cowell Blvd & Valdora St (EB),2012-10-12,1,0
T,Temple Dr & Balsam Pl (WB),2012-10-12,6,0
T,Alhambra & 5th/Verona (SB),2012-10-12,0,3
T,14th St & Davis HS (WB),2012-10-12,14,32
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-15,0,8
T,Alhambra Dr & Mace Blvd (WB),2012-10-15,2,0
T,Alhambra Dr & 5th St (WB),2012-10-15,3,0
T,Alhambra & 5th/Verona (SB),2012-10-15,0,2
T,Covell Blvd & J St (WB),2012-10-15,0,1
T,Covell Blvd & Pole Line Rd (EB),2012-10-15,0,1
T,Lillard Dr & Farragut Cir (WB),2012-10-15,0,2
T,Cowell Blvd & El Cemonte Ave (WB),2012-10-15,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-15,1,0
T,14th St & Davis HS (WB),2012-10-15,22,32
T,Almond Ln & Meadowbrook Dr (EB),2012-10-15,3,0
T,Alhambra Dr & 5th St (EB),2012-10-15,0,10
T,Tulip Ln & Cascade Pl (NB),2012-10-15,0,1
T,Danbury St & Drummond Ave (SB),2012-10-15,2,0
T,Alhambra Dr & Caceres Ct (WB),2012-10-15,2,0
T,Cowell Blvd & Valdora St (WB),2012-10-15,0,1
T,Mace Blvd & S El Macero Dr (SB),2012-10-15,0,1
T,Alhambra Dr & Mace Blvd (EB),2012-10-15,0,2
T,Cowell Blvd & Research Park S Dr (WB),2012-10-15,0,1
T,Cowell Blvd & Valdora St (EB),2012-10-15,1,0
T,Almond Ln & Meadowbrook Dr (WB),2012-10-15,0,1
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-15,2,0
T,Alhambra Dr & Loyola Dr (EB),2012-10-15,0,2
T,F St & Covell Blvd (SB),2012-10-15,2,0
T,Danbury St & Drummond Ave (NB),2012-10-15,0,1
T,Almond Ln & Deodara St (WB),2012-10-16,0,1
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-16,4,0
T,Loyola Dr & Regis Dr (WB),2012-10-16,1,0
T,Alhambra & 5th/Verona (SB),2012-10-16,0,1
T,Covell Blvd & Pole Line Rd (EB),2012-10-16,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-16,1,0
T,Glide Dr & El Cemonte Ave (EB),2012-10-16,0,1
T,Alhambra Dr & 5th St (EB),2012-10-16,0,6
T,Alhambra Dr & Caceres Ct (WB),2012-10-16,2,0
T,Covell Blvd & J St (WB),2012-10-16,0,1
T,Tulip Ln & Cascade Pl (NB),2012-10-16,0,1
T,Alhambra Dr & Mace Blvd (WB),2012-10-16,4,0
T,F St & Covell Blvd (SB),2012-10-16,2,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-16,0,4
T,Alhambra Dr & Arroyo Ave (EB),2012-10-16,0,1
T,14th St & Davis HS (WB),2012-10-16,58,10
T,Alhambra Dr & Loyola Dr (EB),2012-10-16,0,1
T,Mace Blvd & 2nd St (NB),2012-10-16,1,0
T,Mace Blvd & S El Macero Dr (SB),2012-10-16,0,1
T,Alhambra Dr & 5th St (WB),2012-10-16,3,0
T,Rosario St & Almond Ln (NB),2012-10-17,0,1
T,Glide Dr & Schmeiser Ave (EB),2012-10-17,0,1
T,Cowell Blvd & Research Park S Dr (EB),2012-10-17,1,0
T,Alhambra Dr & 5th St (EB),2012-10-17,0,4
T,Covell Blvd & Pole Line Rd (EB),2012-10-17,0,1
T,Almond Ln & Meadowbrook Dr (WB),2012-10-17,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-17,1,0
T,Danbury St & Drummond Ave (SB),2012-10-17,1,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-17,0,7
T,Alhambra Dr & 5th St (WB),2012-10-17,4,0
T,Alhambra Dr & Arroyo Ave (EB),2012-10-17,0,2
T,Alhambra Dr & Mace Blvd (WB),2012-10-17,1,0
T,Danbury St & Drummond Ave (NB),2012-10-17,0,1
T,Cowell Blvd & El Cemonte Ave (WB),2012-10-17,0,1
T,Alhambra Dr & Mace Blvd (EB),2012-10-17,0,2
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-17,3,0
T,Temple Dr & Balsam Pl (EB),2012-10-17,1,0
T,Lillard Dr & Farragut Cir (WB),2012-10-17,0,2
T,Glide Dr & Schmeiser Ave (WB),2012-10-17,1,0
T,Chiles Rd & Mace Blvd (EB),2012-10-17,0,2
T,Alhambra & 5th/Verona (SB),2012-10-17,0,2
T,Almond Ln & Meadowbrook Dr (EB),2012-10-17,2,0
T,Cowell Blvd & Valdora St (WB),2012-10-17,0,1
T,14th St & Davis HS (WB),2012-10-17,58,0
T,14th St & Davis HS (WB),2012-10-18,28,4
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-18,0,3
T,Tulip Ln & Cascade Pl (SB),2012-10-18,0,1
T,Alhambra Dr & Mace Blvd (EB),2012-10-18,0,2
T,Alhambra Dr & 5th St (WB),2012-10-18,0,3
T,Alhambra Dr & 5th St (EB),2012-10-18,0,3
T,Glide Dr & Schmeiser Ave (EB),2012-10-19,0,1
T,Tulip Ln & Cascade Pl (SB),2012-10-19,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-19,0,2
T,Alhambra Dr & 5th St (EB),2012-10-19,0,2
T,Alhambra Dr & Arroyo Ave (EB),2012-10-19,0,1
T,14th St & Davis HS (WB),2012-10-19,22,2
T,Alhambra Dr & Mace Blvd (EB),2012-10-19,0,5
T,Covell Blvd & J St (EB),2012-10-19,1,0
T,Alhambra & 5th/Verona (SB),2012-10-22,0,2
T,Covell Blvd & Pole Line Rd (EB),2012-10-22,0,1
T,Rosario St & Almond Ln (NB),2012-10-22,0,1
T,Alhambra Dr & 5th St (EB),2012-10-22,0,8
T,Tulip Ln & Cascade Pl (NB),2012-10-22,0,3
T,Almond Ln & Meadowbrook Dr (WB),2012-10-22,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-22,0,8
T,Temple Dr & Balsam Pl (EB),2012-10-22,0,1
T,Danbury St & Drummond Ave (NB),2012-10-22,0,1
T,Cowell Blvd & El Cemonte Ave (WB),2012-10-22,0,1
T,Alhambra Dr & Mace Blvd (EB),2012-10-22,0,2
T,Alhambra Dr & Loyola Dr (EB),2012-10-22,0,2
T,Cowell Blvd & Valdora St (WB),2012-10-22,0,1
T,14th St & Davis HS (WB),2012-10-22,68,8
T,Mace Blvd & S El Macero Dr (SB),2012-10-22,0,1
T,Glide Dr & El Cemonte Ave (EB),2012-10-22,0,2
T,Alhambra Dr & Arroyo Ave (EB),2012-10-23,0,1
T,Covell Blvd & J St (WB),2012-10-23,0,1
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-23,0,1
T,Mace Blvd & S El Macero Dr (SB),2012-10-23,0,1
T,14th St & B St (WB),2012-10-23,0,2
T,Cowell Blvd & Valdora St (WB),2012-10-23,0,1
T,14th St & Davis HS (WB),2012-10-23,58,16
T,Alhambra Dr & 5th St (EB),2012-10-23,0,9
T,Temple Dr & Balsam Pl (EB),2012-10-24,0,1
T,Cowell Blvd & Valdora St (WB),2012-10-24,0,2
T,Alhambra Dr & Mace Blvd (EB),2012-10-24,0,4
T,14th St & Davis HS (WB),2012-10-24,56,26
T,Alhambra Dr & Loyola Dr (EB),2012-10-24,0,3
T,14th St & B St (WB),2012-10-24,0,5
T,Chiles Rd & Mace Blvd (EB),2012-10-24,0,1
T,Alhambra & 5th/Verona (SB),2012-10-24,0,4
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-24,0,9
T,Alhambra Dr & 5th St (EB),2012-10-24,0,5
T,Danbury St & Drummond Ave (NB),2012-10-24,0,1
T,Alhambra Dr & Arroyo Ave (EB),2012-10-24,0,2
T,Danbury St & Drummond Ave (SB),2012-10-25,1,0
T,Alhambra Dr & 5th St (WB),2012-10-25,3,0
T,Cowell Blvd & Valdora St (EB),2012-10-25,1,0
T,Almond Ln & Meadowbrook Dr (EB),2012-10-25,1,0
T,Alhambra Dr & Caceres Ct (WB),2012-10-25,2,0
T,Cowell Blvd & Schmeiser Ave (WB),2012-10-25,0,4
T,Glide Dr & Schmeiser Ave (WB),2012-10-25,1,0
T,Temple Dr & Balsam Pl (EB),2012-10-25,0,1
T,Cowell Blvd & Schmeiser Ave (EB),2012-10-25,2,0
T,Mace Blvd & 2nd St (NB),2012-10-25,1,0
T,Covell Blvd & J St (WB),2012-10-25,0,1
T,Mace Blvd & S El Macero Dr (SB),2012-10-25,0,1
T,Cowell Blvd & El Cemonte Ave (EB),2012-10-25,1,0
T,Alhambra Dr & 5th St (EB),2012-10-25,0,8
T,Alhambra Dr & Mace Blvd (WB),2012-10-25,3,0
T,14th St & Davis HS (WB),2012-10-25,50,28
